case_id,activity_name,timestamp
0001,a,2024-09-11 13:47:11.303896
0001,b,2024-09-11 13:47:11.303896
0001,a,2024-09-11 13:47:11.303896
0001,b,2024-09-11 13:47:11.303896
0002,a,2024-09-12 13:47:11.303896
0002,b,2024-09-12 13:47:11.303896
0002,a,2024-09-12 13:47:11.303896
0002,b,2024-09-12 13:47:11.303896
0003,a,2024-09-13 13:47:11.303896
0003,b,2024-09-13 13:47:11.303896
0003,a,2024-09-13 13:47:11.303896
0003,b,2024-09-13 13:47:11.303896
0004,a,2024-09-14 13:47:11.303896
0004,b,2024-09-14 13:47:11.303896
0004,a,2024-09-14 13:47:11.303896
0004,b,2024-09-14 13:47:11.303896
0005,a,2024-09-15 13:47:11.303896
0005,b,2024-09-15 13:47:11.303896
0005,a,2024-09-15 13:47:11.303896
0005,b,2024-09-15 13:47:11.303896
0006,a,2024-09-16 13:47:11.303896
0006,c,2024-09-16 13:47:11.303896
0007,a,2024-09-17 13:47:11.303896
0007,c,2024-09-17 13:47:11.303896
