case_id,activity_name,timestamp
0001,a,2024-09-01 13:47:11.303896
0001,b,2024-09-01 13:47:11.303896
0001,c,2024-09-01 13:47:11.303896
0001,e,2024-09-01 13:47:11.303896
0002,a,2024-09-02 13:47:11.303896
0002,b,2024-09-02 13:47:11.303896
0002,c,2024-09-02 13:47:11.303896
0002,e,2024-09-02 13:47:11.303896
0003,a,2024-09-03 13:47:11.303896
0003,b,2024-09-03 13:47:11.303896
0003,c,2024-09-03 13:47:11.303896
0003,e,2024-09-03 13:47:11.303896
0004,a,2024-09-04 13:47:11.303896
0004,b,2024-09-04 13:47:11.303896
0004,c,2024-09-04 13:47:11.303896
0004,e,2024-09-04 13:47:11.303896
0005,a,2024-09-05 13:47:11.303896
0005,b,2024-09-05 13:47:11.303896
0005,c,2024-09-05 13:47:11.303896
0005,e,2024-09-05 13:47:11.303896
0006,a,2024-09-06 13:47:11.303896
0006,c,2024-09-06 13:47:11.303896
0006,b,2024-09-06 13:47:11.303896
0006,e,2024-09-06 13:47:11.303896
0007,a,2024-09-07 13:47:11.303896
0007,c,2024-09-07 13:47:11.303896
0007,b,2024-09-07 13:47:11.303896
0007,e,2024-09-07 13:47:11.303896
0008,a,2024-09-08 13:47:11.303896
0008,c,2024-09-08 13:47:11.303896
0008,b,2024-09-08 13:47:11.303896
0008,e,2024-09-08 13:47:11.303896
0009,a,2024-09-09 13:47:11.303896
0009,c,2024-09-09 13:47:11.303896
0009,b,2024-09-09 13:47:11.303896
0009,e,2024-09-09 13:47:11.303896
0010,a,2024-09-10 13:47:11.303896
0010,b,2024-09-10 13:47:11.303896
0010,c,2024-09-10 13:47:11.303896
0010,d,2024-09-10 13:47:11.303896
0010,b,2024-09-10 13:47:11.303896
0010,c,2024-09-10 13:47:11.303896
0010,e,2024-09-10 13:47:11.303896
0011,a,2024-09-11 13:47:11.303896
0011,b,2024-09-11 13:47:11.303896
0011,c,2024-09-11 13:47:11.303896
0011,d,2024-09-11 13:47:11.303896
0011,b,2024-09-11 13:47:11.303896
0011,c,2024-09-11 13:47:11.303896
0011,e,2024-09-11 13:47:11.303896
0012,a,2024-09-12 13:47:11.303896
0012,b,2024-09-12 13:47:11.303896
0012,c,2024-09-12 13:47:11.303896
0012,d,2024-09-12 13:47:11.303896
