case_id,activity_name,timestamp
0001,a,2024-08-27 13:47:11.303896
0001,c,2024-08-27 13:47:11.303896
0001,e,2024-08-27 13:47:11.303896
0001,g,2024-08-27 13:47:11.303896
0002,a,2024-08-28 13:47:11.303896
0002,c,2024-08-28 13:47:11.303896
0002,e,2024-08-28 13:47:11.303896
0002,g,2024-08-28 13:47:11.303896
0003,a,2024-08-29 13:47:11.303896
0003,e,2024-08-29 13:47:11.303896
0003,c,2024-08-29 13:47:11.303896
0003,g,2024-08-29 13:47:11.303896
0004,a,2024-08-30 13:47:11.303896
0004,e,2024-08-30 13:47:11.303896
0004,c,2024-08-30 13:47:11.303896
0004,g,2024-08-30 13:47:11.303896
0005,a,2024-08-31 13:47:11.303896
0005,e,2024-08-31 13:47:11.303896
0005,c,2024-08-31 13:47:11.303896
0005,g,2024-08-31 13:47:11.303896
0006,b,2024-09-01 13:47:11.303896
0006,d,2024-09-01 13:47:11.303896
0006,f,2024-09-01 13:47:11.303896
0006,g,2024-09-01 13:47:11.303896
0007,b,2024-09-02 13:47:11.303896
0007,d,2024-09-02 13:47:11.303896
0007,f,2024-09-02 13:47:11.303896
0007,g,2024-09-02 13:47:11.303896
0008,b,2024-09-03 13:47:11.303896
0008,f,2024-09-03 13:47:11.303896
0008,d,2024-09-03 13:47:11.303896
0008,g,2024-09-03 13:47:11.303896
0009,b,2024-09-04 13:47:11.303896
0009,f,2024-09-04 13:47:11.303896
0009,d,2024-09-04 13:47:11.303896
0009,g,2024-09-04 13:47:11.303896
0010,b,2024-09-05 13:47:11.303896
0010,f,2024-09-05 13:47:11.303896
0010,d,2024-09-05 13:47:11.303896
0010,g,2024-09-05 13:47:11.303896
0011,b,2024-09-06 13:47:11.303896
0011,f,2024-09-06 13:47:11.303896
0011,d,2024-09-06 13:47:11.303896
0011,g,2024-09-06 13:47:11.303896
